accession,disease_name,omim_id
HMDB0000122,"Growth hormone deficiency;Acute myelogenous leukemia;Hyperlipoproteinemia;3-Methyl-crotonyl-glycinuria;Addison's Disease;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Glucagon deficiency;Primary hypomagnesemia;3-Hydroxy-3-methylglutaryl-CoA lyase deficiency;3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency;Short/branched chain acyl-CoA dehydrogenase deficiency;21-Hydroxylase deficiency;3-Hydroxyacyl-CoA dehydrogenase deficiency;Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency;2-Methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency;Adrenal insufficiency, congenital, with 46,XY sex reversal, partial or complete;Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency;Lipodystrophy;Lipodystrophy, Congenital Generalized;Long-chain Fatty Acids, Defect in Transport of;Infantile Liver Failure Syndrome 2;Partial lipodystrophy;Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic;Fructose-1,6-diphosphatase deficiency;Hypoglycemia, familial neonatal;Leigh's syndrome, subacute necrotizing encephalopathy, SNE;Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration;Donohue Syndrome;Leptin Deficiency or Dysfunction;Proprotein Convertase 1/3 Deficiency;Maturity onset diabetes of the young, type 2;Hyperinsulinemic hypoglycemia, familial, 1, HHF1;Mitochondrial trifunctional protein deficiency;Carnitine palmitoyltransferase I deficiency;Carnitine transporter defect; primary systemic carnitine deficiency;Diabetes and Deafness, Maternally Inherited;Beckwith-Wiedemann Syndrome;Familial partial lipodystrophy;Fanconi Bickel syndrome;Wolcott-Rallison syndrome;Alzheimer's disease;Glucose transporter type 1 deficiency syndrome;Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Diverticular disease;Gout;Rheumatoid arthritis;Diabetes mellitus type 2;Diabetes mellitus type 1;Eosinophilic esophagitis;Schizophrenia",139250;602439;238600;210200;240200;NA;NA;NA;NA;248250;246450;605911;610006;201910;231530;NA;300438;613743;201810;NA;608594;603376;616483;NA;261680;229700;240800;256000;616878;246200;614962;600955;125851;256450;609015;255120;212140;520000;130650;608600;227810;226980;104300;606777;NA;NA;114500;NA;138900;180300;125853;222100;610247;181500
HMDB0000123,"D-Glyceric acidemia;Refractory localization-related epilepsy;Juvenile myoclonic epilepsy;Alzheimer's disease;D-Glyceric acidura;Early preeclampsia;Pregnancy;Late-onset preeclampsia;3-Methyl-crotonyl-glycinuria;Sarcosinemia;N-acetylglutamate synthetase deficiency;Histidinemia;Obesity;Neu-Laxova Syndrome 1;Hyperglycinemia, lactic acidosis, and seizures;Pyridoxamine 5-prime-phosphate oxidase deficiency;Lipoyltransferase 1 Deficiency;Phosphoserine Aminotransferase Deficiency;Phosphoserine Phosphatase Deficiency;Leukemia;Schizophrenia;Nonketotic Hyperglycinemia;3-Phosphoglycerate dehydrogenase deficiency;Epilepsy, early-onset, vitamin B6-dependent;Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Autism;Crohn's disease;Diverticular disease;Gout;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Lung Cancer;Carbamoyl Phosphate Synthetase Deficiency;Iminoglycinuria;Autosomal  dominant polycystic kidney disease;Argininosuccinic aciduria;Propionic acidemia;Tyrosinemia I;Phenylketonuria;Maple syrup urine disease;Eosinophilic esophagitis;Glucoglycinuria",605899;NA;606904;104300;NA;NA;NA;NA;210200;268900;608300;235800;601665;256520;614462;610090;616299;610992;614023;NA;181500;NA;601815;617290;NA;NA;114500;209850;266600;NA;138900;NA;260350;170650;600274;NA;211980;237300;242600;601313;207900;606054;276700;261600;248600;610247;138070
HMDB0000124,Alzheimer's disease;Frontotemporal dementia;Lewy body disease,104300;600274;NA
HMDB0000125,Canavan disease;Schizophrenia;Gamma-glutamyl transpeptidase deficiency;Traumatic brain injury;Multiple sclerosis,271900;181500;231950;NA;126200
HMDB0000126,Colorectal cancer;Alzheimer's disease;Frontotemporal dementia;Lewy body disease,114500;104300;600274;NA
HMDB0000127,,
HMDB0000128,Chronic renal failure;Uremia;Cerebral creatine deficiency syndrome 2;Cerebral creatine deficiency syndrome 3;Cerebral creatine deficiency syndrome 1;Crohn's disease;Ulcerative colitis;Eosinophilic esophagitis;Schizophrenia,NA;NA;612736;612718;300352;266600;NA;610247;181500
HMDB0000130,Crohn's disease;Ulcerative colitis;Alkaptonuria;Eosinophilic esophagitis,266600;NA;203500;610247
HMDB0000131,Glycerol kinase deficiency;Diabetes mellitus type 2;Schizophrenia;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Crohn's disease;Ulcerative colitis;Irritable bowel syndrome;Colorectal cancer;Eosinophilic esophagitis,307030;125853;181500;NA;NA;NA;266600;NA;NA;114500;610247
HMDB0000132,Colorectal cancer;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Lesch-Nyhan syndrome,114500;104300;600274;NA;300322
HMDB0000133,Colorectal cancer;Crohn's disease;Ulcerative colitis;Attachment loss;Periodontal Probing Depth;Tooth Decay;Purine nucleoside phosphorylase deficiency ;Eosinophilic esophagitis,114500;266600;NA;NA;NA;NA;164050;610247
HMDB0000134,Colorectal cancer;Alzheimer's disease;Irritable bowel syndrome;Diverticular disease;Rheumatoid arthritis;Lung Cancer;Eosinophilic esophagitis;Fumarase deficiency;2-Ketoglutarate dehydrogenase complex deficiency;Amish lethal microcephaly;Lipoyltransferase 1 Deficiency,114500;104300;NA;NA;180300;211980;610247;606812;203740;607196;616299
HMDB0000138,Hepatobiliary diseases;Celiac disease;Biliary atresia;Choledochal cysts;Intrahepatic biliary hypoplasia;Neonatal hepatitis;Alpha-1-antitrypsin deficiency;Cystic fibrosis;Galactosemia type 1;Chronic active hepatitis;Glycogen storage disease;Acute liver failure;Portal vein obstruction;Wilson's disease;Colorectal cancer;Crohn's disease;Ulcerative colitis,NA;212750;210500;NA;NA;NA;107400;219700;230400;NA;NA;NA;NA;277900;114500;266600;NA
HMDB0000139,Schizophrenia;Irritable bowel syndrome;Colorectal cancer;Crohn's disease;Ulcerative colitis;Primary hyperoxaluria;Primary hyperoxaluria II;D-Glyceric acidura;Eosinophilic esophagitis;D-Glyceric acidemia,181500;NA;114500;266600;NA;259900;260000;NA;610247;605899
HMDB0000142,Methanol poisoning;Formic acid intoxication;Chronic pancreatitis;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Irritable bowel syndrome;Diverticular disease;Rheumatoid arthritis;Methyl formate exposure;Lung Cancer;Diabetes mellitus type 1;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis,NA;NA;1678;NA;NA;NA;NA;NA;180300;NA;211980;222100;601313;610247
HMDB0000143,Galactose-1-phosphate uridyltransferase deficiency;Galactosemia type 1;Patent Ductus Venosus;Galactosemia;Colorectal cancer;Eosinophilic esophagitis,230400;230400;601466;NA;114500;610247
HMDB0000145,Menstrual cycle;Aromatase deficiency;X-linked ichthyosis,NA;613546;308100
HMDB0000148,Epilepsy;Schizophrenia;Alzheimer's disease;Heart failure;Stomach cancer;N-acetylglutamate synthetase deficiency;Dicarboxylic aminoaciduria;Lipoyltransferase 1 Deficiency;Anoxia;Leukemia;Rett syndrome;Irritable bowel syndrome;Colorectal cancer;Autism;Crohn's disease;Ulcerative colitis;Obesity;Diverticular disease;Sepsis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis,NA;181500;104300;NA;137215;608300;222730;616299;NA;NA;312750;NA;114500;209850;266600;NA;601665;NA;NA;NA;260350;170650;601313;610247
HMDB0000149,Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Autosomal  dominant polycystic kidney disease;Propionic acidemia;Maple syrup urine disease;Eosinophilic esophagitis;Ethanolaminuria,NA;NA;114500;NA;260350;170650;601313;606054;248600;610247;NA
HMDB0000150,Prostate cancer,176807
HMDB0000151,"Menstrual cycle;Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency;Aromatase deficiency;Congenital Adrenal Hyperplasia, due to 17-Hydroxylase-Deficiency;X-linked ichthyosis;Lipoid Congenital Adrenal Hyperplasia;Proprotein Convertase 1/3 Deficiency;Benign gynecological diseases",NA;201810;613546;202110;308100;201710;600955;NA
HMDB0000152,Idiopathic oro-facial pain;Colorectal cancer,NA;114500
HMDB0000153,Pregnancy;Diabetes mellitus type 2;Aromatase deficiency,NA;125853;613546
HMDB0000156,"Colorectal cancer;Schizophrenia;Anoxia;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Temporomandibular joint disorder;Attachment loss;Missing teeth;Periodontal Probing Depth;Cystic fibrosis;Eosinophilic esophagitis;2-Ketoglutarate dehydrogenase complex deficiency;Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, and Seizures Syndrome",114500;181500;NA;104300;600274;NA;NA;NA;NA;NA;219700;610247;203740;220500
HMDB0000157,"Lesch-Nyhan syndrome;Canavan disease;Thymidine treatment;Uremia;Xanthinuria type 1;Degenerative disc disease;Hydrocephalus;3-Methyl-crotonyl-glycinuria;Irritable bowel syndrome;Colorectal cancer;Crohn's disease;Ulcerative colitis;Rheumatoid arthritis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Periodontal Probing Depth;Lung Cancer;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis;Hepatocellular carcinoma;Molybdenum cofactor deficiency;Sulfite oxidase deficiency, ISOLATED;Phosphoribosylpyrophosphate Synthetase Superactivity",300322;271900;NA;NA;278300;NA;NA;210200;NA;114500;266600;NA;180300;NA;260350;170650;104300;600274;NA;NA;NA;211980;601313;610247;114550;NA;272300;300661
HMDB0000158,"Epilepsy;Myocardial infarction;Viral infection;Schizophrenia;Alzheimer's disease;Colorectal cancer;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Fumarase deficiency;Tyrosinemia;Tyrosinemia I;Hypermethioninemia;Hawkinsinuria;Obesity;Citrullinemia type II, neonatal-onset;Hypothyroidism;Leukemia;Irritable bowel syndrome;Ulcerative colitis;Autism;Crohn's disease;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Missing teeth;Periodontal Probing Depth;Cachexia;Eosinophilic esophagitis",NA;NA;NA;181500;104300;114500;NA;NA;NA;606812;276700;276700;613752;140350;601665;605814;NA;NA;NA;NA;209850;266600;NA;260350;170650;600274;NA;NA;NA;NA;NA;610247
HMDB0000159,Epilepsy;Dengue fever;Myocardial infarction;Maple syrup urine disease;Bacterial infections;Viral infection;Phenylketonuria;Alzheimer's disease;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Obesity;Pterin-4a carbinolamine dehydratase deficiency;Guanosine triphosphate cyclohydrolase deficiency;6-Pyruvoyltetrahydropterin synthase deficiency;Hypothyroidism;Leukemia;Schizophrenia;Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Autism;Crohn's disease;Gout;Rheumatoid arthritis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Periodontal Probing Depth;Eosinophilic esophagitis,NA;NA;NA;248600;NA;NA;261600;104300;NA;NA;NA;601665;264070;233910;261640;NA;NA;181500;NA;NA;114500;209850;266600;138900;180300;NA;260350;170650;600274;NA;NA;NA;610247
HMDB0000161,"Dengue fever;Epilepsy;Heart failure;Early preeclampsia;Pregnancy;Late-onset preeclampsia;N-acetylglutamate synthetase deficiency;Histidinemia;Glucagon deficiency;Dihydrolipoamide Dehydrogenase Deficiency;Pyruvate dehydrogenase phosphatase deficiency;Pearson Syndrome;Coenzyme Q10 deficiency, primary, 5;Pyruvate carboxylase deficiency;Mitochondrial pyruvate carrier deficiency;Lipoyltransferase 1 Deficiency;Meningitis;Tuberculosis;Leukemia;Schizophrenia;Epilepsy, early-onset, vitamin B6-dependent;Crohn's disease;Ulcerative colitis;Colorectal cancer;Irritable bowel syndrome;Autism;Diverticular disease;Gout;Rheumatoid arthritis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Temporomandibular joint disorder;Paraquat poisoning;Lung Cancer;Eosinophilic esophagitis;Amish lethal microcephaly",NA;NA;NA;NA;NA;NA;608300;235800;NA;246900;608782;557000;614654;266150;614741;616299;NA;607948;NA;181500;617290;266600;NA;114500;NA;209850;NA;138900;180300;NA;260350;170650;104300;600274;NA;NA;NA;211980;610247;607196
HMDB0000162,"Hemodialysis;Glutathione synthetase deficiency;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Obesity;Hyperprolinemia, type I;Dihydrolipoamide Dehydrogenase Deficiency;Hyperprolinemia, type II;Pyruvate carboxylase deficiency;Cutis laxa, autosomal recessive, type IIIA;Dicarboxylic aminoaciduria;Mitochondrial pyruvate carrier deficiency;Lipoyltransferase 1 Deficiency;Alzheimer's disease;Colorectal cancer;Irritable bowel syndrome;Ulcerative colitis;Celiac disease;Autism;Crohn's disease;Rheumatoid arthritis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Missing teeth;Periodontal Probing Depth;Tooth Decay;Iminoglycinuria;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis",NA;266130;NA;NA;NA;601665;239500;246900;239510;266150;219150;222730;614741;616299;104300;114500;NA;NA;212750;209850;266600;180300;NA;260350;170650;600274;NA;NA;NA;NA;NA;242600;601313;610247
HMDB0000163,Peritoneal dialysis;Colorectal cancer;Eosinophilic esophagitis,NA;114500;610247
HMDB0000164,Uremia;Crohn's disease;Ulcerative colitis;Diverticular disease;Eosinophilic esophagitis,NA;266600;NA;NA;610247
HMDB0000167,"Epilepsy;Heart failure;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Fumarase deficiency;Obesity;Citrullinemia type II, neonatal-onset;Pyridoxamine 5-prime-phosphate oxidase deficiency;Leukemia;Schizophrenia;Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Crohn's disease;Autism;Rheumatoid arthritis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Missing teeth;Periodontal Probing Depth;Alzheimer's disease;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis",NA;NA;NA;NA;NA;606812;601665;605814;610090;NA;181500;NA;NA;114500;266600;209850;180300;NA;260350;170650;600274;NA;NA;NA;NA;104300;601313;610247
HMDB0000168,Epilepsy;Uremia;Colorectal cancer;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Fumarase deficiency;Leukemia;Schizophrenia;Alzheimer's disease;Celiac disease;Crohn's disease;Ulcerative colitis;Gout;Frontotemporal dementia;Lewy body disease;Cystic fibrosis;Eosinophilic esophagitis,NA;NA;114500;NA;NA;NA;606812;NA;181500;104300;212750;266600;NA;138900;600274;NA;219700;610247
HMDB0000169,Colorectal cancer;Eosinophilic esophagitis,114500;610247
HMDB0000172,Epilepsy;Alzheimer's disease;Heart failure;Maple syrup urine disease;Colorectal cancer;Early preeclampsia;Pregnancy;Saccharopinuria;Dihydrolipoamide Dehydrogenase Deficiency;Branched-chain Keto Acid Dehydrogenase Kinase Deficiency;Lipoyltransferase 1 Deficiency;Leukemia;Schizophrenia;Crohn's disease;Ulcerative colitis;Irritable bowel syndrome;Autism;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Missing teeth;Periodontal Probing Depth;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis,NA;104300;NA;248600;114500;NA;NA;268700;246900;614923;616299;NA;181500;266600;NA;NA;209850;NA;260350;170650;600274;NA;NA;NA;NA;601313;610247
HMDB0000174,Thyroid cancer ;Colorectal cancer;Eosinophilic esophagitis,NA;114500;610247
HMDB0000175,Febrile seizures;Crohn's disease;Ulcerative colitis,604352;266600;NA
HMDB0000176,Eosinophilic esophagitis,610247
HMDB0000177,Dengue fever;Epilepsy;Alzheimer's disease;Colorectal cancer;Schizophrenia;Fumarase deficiency;Obesity;Histidinemia;Leukemia;Pyridoxamine 5-prime-phosphate oxidase deficiency;Celiac disease;Autism;Crohn's disease;Ulcerative colitis;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Autosomal  dominant polycystic kidney disease;Argininosuccinic aciduria;Propionic acidemia;Tyrosinemia I;Phenylketonuria;Maple syrup urine disease;Eosinophilic esophagitis,NA;NA;104300;114500;181500;606812;601665;235800;NA;610090;212750;209850;266600;NA;NA;260350;170650;600274;NA;601313;207900;606054;276700;261600;248600;610247
HMDB0000181,Alzheimer's disease;Sepiapterin reductase deficiency;Eosinophilic esophagitis;Aromatic L-amino acid decarboxylase deficiency,104300;182125;610247;608643
HMDB0000182,"Refractory localization-related epilepsy;Alzheimer's disease;Schizophrenia;Pregnancy;Lysinuric protein intolerance;Fumarase deficiency;Histidinemia;Citrullinemia type II, neonatal-onset;Pyruvate carboxylase deficiency;Lipoyltransferase 1 Deficiency;Leukemia;L-2-Hydroxyglutaric aciduria;Crohn's disease;Ulcerative colitis;Irritable bowel syndrome;Colorectal cancer;Autism;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Attachment loss;Missing teeth;Periodontal Probing Depth;Supragingival Calculus;Carbamoyl Phosphate Synthetase Deficiency;Autosomal  dominant polycystic kidney disease;Propionic acidemia;Tyrosinemia I;Eosinophilic esophagitis;Hyperdibasic aminoaciduria I;Cystinuria;Alpha-aminoadipic and alpha-ketoadipic aciduria;2,4-dienoyl-CoA reductase deficiency;Hyperlysinuria;Hyperlysinemia I, familial",NA;104300;181500;NA;222700;606812;235800;605814;266150;616299;NA;236792;266600;NA;NA;114500;209850;NA;260350;170650;600274;NA;NA;NA;NA;NA;237300;601313;606054;276700;610247;222690;220100;NA;616034;247950;238700
HMDB0000186,Eosinophilic esophagitis;Lactose Intolerance,610247;223000
HMDB0000187,"Refractory localization-related epilepsy;Juvenile myoclonic epilepsy;Alzheimer's disease;Heart failure;Schizophrenia;Lung Cancer;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Sarcosinemia;Fumarase deficiency;Obesity;Neu-Laxova Syndrome 1;Phosphoserine Aminotransferase Deficiency;Phosphoserine Phosphatase Deficiency;Leukemia;3-Phosphoglycerate dehydrogenase deficiency;Serine deficiency syndrome, infantile;Irritable bowel syndrome;Ulcerative colitis;Colorectal cancer;Autism;Crohn's disease;Perillyl alcohol administration for cancer treatment;Pancreatic cancer;Periodontal disease;Frontotemporal dementia;Lewy body disease;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis",NA;606904;104300;NA;181500;211980;NA;NA;NA;268900;606812;601665;256520;610992;614023;NA;601815;NA;NA;NA;114500;209850;266600;NA;260350;170650;600274;NA;601313;610247
HMDB0000189,,
HMDB0000190,"Hepatic and biliary malignancies;Diabetes mellitus type 1;Ethanol intoxication;Chronic progressive external ophthalmoplegia and Kearns-Sayre syndrome;Pancreatic cancer;Schizophrenia;Early preeclampsia;Pregnancy;Late-onset preeclampsia;Sulfite oxidase deficiency, ISOLATED;2-Ketoglutarate dehydrogenase complex deficiency;3-Hydroxy-3-methylglutaryl-CoA lyase deficiency;3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency;2-Methyl-3-hydroxybutyryl-CoA dehydrogenase deficiency;Mitochondrial complex I deficiency due to ACAD9 deficiency;3-Hydroxyacyl-CoA dehydrogenase deficiency;3-Hydroxyisobutyryl-coa hydrolase deficiency;3-Methylglutaconic Aciduria type IX;Leigh's syndrome, subacute necrotizing encephalopathy, SNE;Myoclonic epilepsy and ragged red fiber disease;Myopathy with lactic acidosis, hereditary;GRACILE syndrome;Fructose-1,6-diphosphatase deficiency;Coenzyme Q10 deficiency;Coenzyme Q10 deficiency, primary, 5;Combined oxidative phosphorylation deficiency 10;Combined oxidative phosphorylation deficiency 11;Combined oxidative phosphorylation deficiency 12;Epileptic encephalopathy, early infantile, 39;Hyperglycinemia, lactic acidosis, and seizures;Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration;Methylmalonic aciduria mitochondrial encephelopathy Leigh-like;Mitochondrial trifunctional protein deficiency;Mitochondrial-encephalopathy-lactic acidosis-stroke;Myopathy, lactic acidosis, and sideroblastic anemia 1;Pyruvate dehydrogenase phosphatase deficiency;Sengers syndrome;Acute Infantile Liver Failure;Cerebral creatine deficiency syndrome 2;Combined oxidative phosphorylation deficiency 14;D-Lactic Acidosis;Mitochondrial phosphate carrier deficiency;Mitochondrial pyruvate carrier deficiency;Pyruvate carboxylase deficiency;Pyruvate dehydrogenase deficiency (E1);Pyruvate dehydrogenase deficiency;Dihydrolipoamide Dehydrogenase Deficiency;Infantile Liver Failure Syndrome 2;Leber Optic Atrophy and Dystonia;Leigh Syndrome, French Canadian Type;Lipoyltransferase 1 Deficiency;Mitochondrial Myopathy, Infantile, Transient;Pearson Syndrome;Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic;Anoxia;Dementia;Cytochrome C oxidase deficiency;2,4-dienoyl-CoA reductase deficiency;Coenzyme Q10 deficiency, primary, 1;Mitochondrial encephalomyopaththy with elevanted methylmalonic acid, SUCLA2;Colorectal cancer;Irritable bowel syndrome;Ulcerative colitis;Crohn's disease;Alzheimer's disease;Frontotemporal dementia;Lewy body disease;Temporomandibular joint disorder;Attachment loss;Missing teeth;Periodontal Probing Depth;Paraquat poisoning;Autosomal  dominant polycystic kidney disease;Eosinophilic esophagitis;Propionic acidemia;Amish lethal microcephaly;3-Methylglutaconic Aciduria type VI;3-Methylglutaconic Aciduria type V;Fructose intolerance, hereditary;Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, and Seizures Syndrome",NA;222100;NA;530000;260350;181500;NA;NA;NA;272300;203740;246450;605911;300438;611126;231530;250620;617698;256000;545000;255125;603358;229700;NA;614654;614702;614922;614924;612949;614462;616878;NA;609015;540000;600462;608782;212350;613070;612736;614946;245450;610773;614741;266150;NA;312170;246900;616483;500001;220111;616299;500009;557000;261680;NA;167320;220110;616034;607426;612073;114500;NA;NA;266600;104300;600274;NA;NA;NA;NA;NA;NA;601313;610247;606054;607196;614739;610198;229600;220500
